page	line	occurrence	token	token_start	token_end	marked_index	current_context	reviewed_token	mark_on	status
bnf-f0055	c1a-l017	1	nalgũa	6	12	4	gũa	nalgũa	u	human_scan_confirmed
bnf-f0055	c1a-l017	2	pouoação	13	21	6	ção	pouoação	a	batch_review_unverified
bnf-f0055	c1a-l025	1	Traição	24	31	5	ção	Traição	a	batch_review_unverified
bnf-f0055	c1a-l027	1	traição	0	7	5	ção	traição	a	batch_review_unverified
bnf-f0055	c1b-l005	1	vſão	13	17	2	ſão	vſão	a	batch_review_unverified
bnf-f0055	c2-l001	1	afflição	32	40	6	ção	afflição	a	batch_review_unverified
bnf-f0055	c2-l004	1	hũa	38	41	1	hũa	hũa	u	batch_review_unverified
bnf-f0055	c2-l008	1	goſtão	34	40	4	tão	goſtão	a	batch_review_unverified
bnf-f0055	c2-l012	1	Hũa	19	22	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0055	c2-l013	1	vſão	14	18	2	ſão	vſão	a	batch_review_unverified
bnf-f0055	c2-l021	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0055	c2-l026	1	Iapão	9	14	3	pão	Iapão	a	batch_review_unverified
bnf-f0055	c2-l027	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0055	c2-l030	1	calções	30	37	4	çõe	calções	o	batch_review_unverified
bnf-f0056	c1-l017	1	vſão	0	4	2	ſão	vſão	a	batch_review_unverified
bnf-f0056	c1-l026	1	algũa	38	43	3	gũa	algũa	u	human_scan_confirmed
bnf-f0056	c1-l031	1	carão	28	33	3	rão	carão	a	batch_review_unverified
bnf-f0056	c1-l042	1	condição	8	16	6	ção	condição	a	batch_review_unverified
bnf-f0056	c2-l009	1	penteãdoos	29	39	5	eãd	penteãdoos	a	batch_review_unverified
bnf-f0056	c2-l010	1	Iapão	3	8	3	pão	Iapão	a	batch_review_unverified
bnf-f0056	c2-l012	1	Ocasião	13	20	5	ião	Ocasião	a	batch_review_unverified
bnf-f0056	c2-l021	1	Hũas	11	15	1	Hũa	Hũas	u	batch_review_unverified
bnf-f0056	c2-l022	1	amarrão	12	19	5	rão	amarrão	a	batch_review_unverified
bnf-f0056	c2-l022	2	hũas	38	42	1	hũa	hũas	u	batch_review_unverified
bnf-f0056	c2-l023	1	danção	31	37	4	ção	danção	a	batch_review_unverified
bnf-f0056	c2-l031	1	vzão	34	38	2	zão	vzão	a	batch_review_unverified
bnf-f0056	c2-l034	1	concertão	9	18	7	tão	concertão	a	batch_review_unverified
bnf-f0056	c2-l035	1	molhão	25	31	4	hão	molhão	a	batch_review_unverified
bnf-f0056	c2-l041	1	ocasião	10	17	5	ião	ocasião	a	batch_review_unverified
bnf-f0056	c2-l043	1	ocasião	29	36	5	ião	ocasião	a	batch_review_unverified
bnf-f0056	c2-l045	1	concertão	13	22	7	tão	concertão	a	batch_review_unverified
bnf-f0056	c2-l046	1	algũa	30	35	3	gũa	algũa	u	batch_review_unverified
bnf-f0056	c2-l046	2	ocasião	36	43	5	ião	ocasião	a	batch_review_unverified
bnf-f0057	c1-l007	1	ocasião	10	17	5	ião	ocasião	a	batch_review_unverified
bnf-f0057	c1-l009	1	municação	0	9	7	ção	municação	a	batch_review_unverified
bnf-f0057	c1-l011	1	communicação	5	17	10	ção	communicação	a	batch_review_unverified
bnf-f0057	c1-l013	1	Iapão	22	27	3	pão	Iapão	a	batch_review_unverified
bnf-f0057	c1-l013	2	vzão	28	32	2	zão	vzão	a	batch_review_unverified
bnf-f0057	c1-l018	1	Embarcação	23	33	8	ção	Embarcação	a	batch_review_unverified
bnf-f0057	c1-l020	1	embarcação	15	25	8	ção	embarcação	a	batch_review_unverified
bnf-f0057	c1-l020	2	ocasião	30	37	5	ião	ocasião	a	batch_review_unverified
bnf-f0057	c1-l024	1	Hũa	23	26	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0057	c1-l026	1	Hũa	22	25	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0057	c1-l028	1	vzão	0	4	2	zão	vzão	a	batch_review_unverified
bnf-f0057	c1-l028	2	Iapoẽs	8	14	4	oẽs	Iapoẽs	e	human_scan_confirmed
bnf-f0057	c1-l033	1	chão	13	17	2	hão	chão	a	batch_review_unverified
bnf-f0057	c1-l035	1	mão	12	15	1	mão	mão	a	batch_review_unverified
bnf-f0057	c1-l035	2	não	31	34	1	não	não	a	batch_review_unverified
bnf-f0057	c1-l035	3	caião	35	40	3	ião	caião	a	batch_review_unverified
bnf-f0057	c1-l044	1	estão	8	13	3	tão	estão	a	batch_review_unverified
bnf-f0057	c2-l003	1	algũa	29	34	3	gũa	algũa	u	human_scan_confirmed
bnf-f0057	c2-l006	1	doẽtes	30	36	2	oẽt	doẽtes	e	batch_review_unverified
bnf-f0057	c2-l012	1	Afflição	27	35	6	ção	Afflição	a	batch_review_unverified
bnf-f0057	c2-l017	1	afflição	2	10	6	ção	afflição	a	batch_review_unverified
bnf-f0057	c2-l038	1	Cão	22	25	1	Cão	Cão	a	batch_review_unverified
bnf-f0057	c2-l046	1	Iapão	29	34	3	pão	Iapão	a	batch_review_unverified
bnf-f0058	c1-l012	1	Algũa	7	12	3	gũa	Algũa	u	human_scan_confirmed
bnf-f0058	c1-l013	1	algũa	23	28	3	gũa	algũa	u	human_scan_confirmed
bnf-f0058	c1-l032	1	não	29	32	1	não	não	a	batch_review_unverified
bnf-f0058	c1-l042	1	mão	6	9	1	mão	mão	a	batch_review_unverified
bnf-f0058	c2a-l006	1	Hũa	6	9	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0058	c2a-l009	1	ſeruẽ	38	43	4	uẽ	ſeruẽ	e	batch_review_unverified
bnf-f0058	c2a-l011	1	Hũa	11	14	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0058	c2a-l016	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0058	c2a-l016	2	quãdo	40	45	2	uãd	quãdo	a	batch_review_unverified
bnf-f0058	c2a-l018	1	quebrão	24	31	5	rão	quebrão	a	batch_review_unverified
bnf-f0058	c2a-l018	2	eſchorrão	35	44	7	rão	eſchorrão	a	batch_review_unverified
bnf-f0058	c2a-l019	1	chão	0	4	2	hão	chão	a	batch_review_unverified
bnf-f0058	c2a-l021	1	Hũa	27	30	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0058	c2b-l001	1	Bastão	4	10	4	tão	Bastão	a	batch_review_unverified
bnf-f0058	c2b-l001	2	bordão	15	21	4	dão	bordão	a	batch_review_unverified
bnf-f0058	c2b-l003	1	baſtão	2	8	4	tão	baſtão	a	batch_review_unverified
bnf-f0058	c2b-l004	1	bordão	28	34	4	dão	bordão	a	batch_review_unverified
bnf-f0058	c2b-l006	1	bastão	4	10	4	tão	bastão	a	batch_review_unverified
bnf-f0058	c2b-l008	1	Gẽo	33	36	1	Gẽo	Gẽo	e	batch_review_unverified
bnf-f0059	c1-l001	1	vſão	18	22	2	ſão	vſão	a	batch_review_unverified
bnf-f0059	c1-l003	1	algodão	5	12	5	dão	algodão	a	batch_review_unverified
bnf-f0059	c1-l018	1	bastão	34	40	4	tão	bastão	a	batch_review_unverified
bnf-f0059	c1-l019	1	bordão	3	9	4	dão	bordão	a	batch_review_unverified
bnf-f0059	c1-l026	1	algũa	16	21	3	gũa	algũa	u	human_scan_confirmed
bnf-f0059	c1-l029	1	Iapão	33	38	3	pão	Iapão	a	batch_review_unverified
bnf-f0059	c1-l030	1	não	18	21	1	não	não	a	batch_review_unverified
bnf-f0059	c1-l032	1	chão	19	23	2	hão	chão	a	batch_review_unverified
bnf-f0059	c1-l035	1	algũa	36	41	3	gũa	algũa	u	batch_review_unverified
bnf-f0059	c1-l041	1	paſſarão	26	34	6	rão	paſſarão	a	batch_review_unverified
bnf-f0059	c1-l043	1	eſtão	24	29	3	tão	eſtão	a	batch_review_unverified
bnf-f0059	c1-l043	2	algũas	38	44	3	gũa	algũas	u	human_scan_confirmed
bnf-f0059	c2-l003	1	Hũa	6	9	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0059	c2-l004	1	deitão	33	39	4	tão	deitão	a	batch_review_unverified
bnf-f0059	c2-l005	1	algũa	9	14	3	gũa	algũa	u	batch_review_unverified
bnf-f0059	c2-l006	1	Iapão	32	37	3	pão	Iapão	a	batch_review_unverified
bnf-f0059	c2-l012	1	Iapão	0	5	3	pão	Iapão	a	batch_review_unverified
bnf-f0059	c2-l014	1	Bocuguiũ	0	8	7	iũ	Bocuguiũ	u	batch_review_unverified
bnf-f0059	c2-l015	1	crião	0	5	3	ião	crião	a	batch_review_unverified
bnf-f0059	c2-l027	1	Iapão	0	5	3	pão	Iapão	a	batch_review_unverified
bnf-f0059	c2-l041	1	coração	18	25	5	ção	coração	a	batch_review_unverified
bnf-f0059	c2-l043	1	ſaluação	8	16	6	ção	ſaluação	a	batch_review_unverified
bnf-f0059	c2-l045	1	mendação	0	8	6	ção	mendação	a	batch_review_unverified
bnf-f0059	c2-l046	1	hũa	36	39	1	hũa	hũa	u	batch_review_unverified
bnf-f0060	c1-l002	1	coração	0	7	5	ção	coração	a	batch_review_unverified
bnf-f0060	c1-l003	1	ſaluação	2	10	6	ção	ſaluação	a	batch_review_unverified
bnf-f0060	c1-l003	2	deuação	14	21	5	ção	deuação	a	batch_review_unverified
bnf-f0060	c1-l004	1	ſaluação	3	11	6	ção	ſaluação	a	batch_review_unverified
bnf-f0060	c1-l004	2	deuação	15	22	5	ção	deuação	a	batch_review_unverified
bnf-f0060	c1-l011	1	hũa	14	17	1	hũa	hũa	u	batch_review_unverified
bnf-f0060	c1-l017	1	Lũa	22	25	1	Lũa	Lũa	u	batch_review_unverified
bnf-f0060	c1-l027	1	Iapão	10	15	3	pão	Iapão	a	batch_review_unverified
bnf-f0060	c1-l031	1	não	11	14	1	não	não	a	batch_review_unverified
bnf-f0060	c2-l002	1	não	3	6	1	não	não	a	batch_review_unverified
bnf-f0060	c2-l003	1	não	19	22	1	não	não	a	batch_review_unverified
bnf-f0060	c2-l007	1	lũa	26	29	1	lũa	lũa	u	batch_review_unverified
bnf-f0060	c2-l012	1	algodão	3	10	5	dão	algodão	a	batch_review_unverified
bnf-f0060	c2-l021	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0060	c2-l021	2	meloẽs	20	26	4	oẽs	meloẽs	e	human_scan_confirmed
bnf-f0060	c2-l023	1	hũa	20	23	1	hũa	hũa	u	batch_review_unverified
bnf-f0060	c2-l024	1	plantão	12	19	5	tão	plantão	a	batch_review_unverified
bnf-f0060	c2-l030	1	Sião	0	4	2	ião	Sião	a	batch_review_unverified
bnf-f0060	c2-l031	1	Sião	30	34	2	ião	Sião	a	batch_review_unverified
bnf-f0060	c2-l032	1	commũa	25	31	4	mũa	commũa	u	batch_review_unverified
bnf-f0060	c2-l034	1	não	28	31	1	não	não	a	batch_review_unverified
bnf-f0060	c2-l035	1	algũa	10	15	3	gũa	algũa	u	human_scan_confirmed
bnf-f0060	c2-l040	1	Afflição	17	25	6	ção	Afflição	a	batch_review_unverified
bnf-f0060	c2-l043	1	algũa	29	34	3	gũa	algũa	u	human_scan_confirmed
bnf-f0060	c2-l043	2	afflição	35	43	6	ção	afflição	a	batch_review_unverified
bnf-f0061	c1-l001	1	Sião	32	36	2	ião	Sião	a	batch_review_unverified
bnf-f0061	c1-l003	1	conſideração	23	35	10	ção	conſideração	a	batch_review_unverified
bnf-f0061	c1-l004	1	moſtrão	0	7	5	rão	moſtrão	a	batch_review_unverified
bnf-f0061	c1-l009	1	Não	30	33	1	Não	Não	a	batch_review_unverified
bnf-f0061	c1-l011	1	Ninguẽnno	9	18	5	uẽn	Ninguẽnno	e	batch_review_unverified
bnf-f0061	c1-l013	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0061	c1-l014	1	poẽs	0	4	2	oẽs	poẽs	e	human_scan_confirmed
bnf-f0061	c1-l014	2	concertão	5	14	7	tão	concertão	a	batch_review_unverified
bnf-f0061	c1-l015	1	algũa	17	22	3	gũa	algũa	u	human_scan_confirmed
bnf-f0061	c1-l017	1	Mãos	22	26	1	Mão	Mãos	a	batch_review_unverified
bnf-f0061	c1-l020	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0061	c1-l026	1	Hũa	6	9	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0061	c1-l032	1	coração	0	7	5	ção	coração	a	batch_review_unverified
bnf-f0061	c2-l006	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0061	c2-l009	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0061	c2-l014	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0061	c2-l015	1	quãdo	5	10	2	uãd	quãdo	a	batch_review_unverified
bnf-f0061	c2-l017	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0061	c2-l019	1	Effuſão	22	29	5	ſão	Effuſão	a	batch_review_unverified
bnf-f0061	c2-l020	1	diſpoſição	27	37	8	ção	diſpoſição	a	batch_review_unverified
bnf-f0061	c2-l024	1	algũa	8	13	3	gũa	algũa	u	human_scan_confirmed
bnf-f0061	c2-l025	1	grãos	19	24	2	rão	grãos	a	batch_review_unverified
bnf-f0061	c2-l027	1	quã	38	41	2	uã	quã	a	batch_review_unverified
bnf-f0061	c2-l029	1	grãos	0	5	2	rão	grãos	a	batch_review_unverified
bnf-f0061	c2-l032	1	cação	0	5	3	ção	cação	a	batch_review_unverified
bnf-f0061	c2-l032	2	dão	21	24	1	dão	dão	a	batch_review_unverified
bnf-f0061	c2-l042	1	bordão	29	35	4	dão	bordão	a	batch_review_unverified
bnf-f0061	c2-l043	1	bastão	0	6	4	tão	bastão	a	batch_review_unverified
bnf-f0061	c2-l044	1	bordão	17	23	4	dão	bordão	a	batch_review_unverified
bnf-f0062	c1-l003	1	uantão	0	6	4	tão	uantão	a	batch_review_unverified
bnf-f0062	c1-l011	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0062	c1-l018	1	melões	11	17	3	lõe	melões	o	batch_review_unverified
bnf-f0062	c1-l023	1	ajuntão	23	30	5	tão	ajuntão	a	batch_review_unverified
bnf-f0062	c1-l026	1	não	17	20	1	não	não	a	batch_review_unverified
bnf-f0062	c1-l027	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0062	c1-l028	1	Não	11	14	1	Não	Não	a	batch_review_unverified
bnf-f0062	c1-l030	1	não	16	19	1	não	não	a	batch_review_unverified
bnf-f0062	c1-l036	1	Hũas	8	12	1	Hũa	Hũas	u	batch_review_unverified
bnf-f0062	c1-l036	2	amarrão	29	36	5	rão	amarrão	a	batch_review_unverified
bnf-f0062	c1-l037	1	vão	38	41	1	vão	vão	a	batch_review_unverified
bnf-f0062	c1-l038	1	hũas	7	11	1	hũa	hũas	u	batch_review_unverified
bnf-f0062	c1-l039	1	Criação	7	14	5	ção	Criação	a	batch_review_unverified
bnf-f0062	c1-l041	1	traição	16	23	5	ção	traição	a	batch_review_unverified
bnf-f0062	c2a-l002	1	não	5	8	1	não	não	a	batch_review_unverified
bnf-f0062	c2a-l005	1	hũa	36	39	1	hũa	hũa	u	batch_review_unverified
bnf-f0062	c2b-l002	1	não	10	13	1	não	não	a	batch_review_unverified
bnf-f0062	c2b-l002	2	não	19	22	1	não	não	a	batch_review_unverified
bnf-f0062	c2b-l012	1	algũa	23	28	3	gũa	algũa	u	batch_review_unverified
bnf-f0062	c2b-l013	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0062	c2b-l015	1	Prohibição	26	36	8	ção	Prohibição	a	batch_review_unverified
bnf-f0062	c2b-l021	1	estão	19	24	3	tão	estão	a	batch_review_unverified
bnf-f0062	c2b-l027	1	pronunciãſe	27	38	8	iãſ	pronunciãſe	a	batch_review_unverified
bnf-f0062	c2b-l029	1	bordão	16	22	4	dão	bordão	a	batch_review_unverified
bnf-f0063	c1-l001	1	cão	11	14	1	cão	cão	a	batch_review_unverified
bnf-f0063	c1-l007	1	não	13	16	1	não	não	a	batch_review_unverified
bnf-f0063	c1-l021	1	não	15	18	1	não	não	a	batch_review_unverified
bnf-f0063	c1-l035	1	Não	6	9	1	Não	Não	a	batch_review_unverified
bnf-f0063	c1-l035	2	ſenão	25	30	3	não	ſenão	a	batch_review_unverified
bnf-f0063	c2-l006	1	Pião	26	30	2	ião	Pião	a	batch_review_unverified
bnf-f0063	c2-l016	1	Affeição	19	27	6	ção	Affeição	a	batch_review_unverified
bnf-f0063	c2-l017	1	algũa	12	17	3	gũa	algũa	u	batch_review_unverified
bnf-f0063	c2-l018	1	algũa	23	28	3	gũa	algũa	u	batch_review_unverified
bnf-f0063	c2-l025	1	algũa	24	29	3	gũa	algũa	u	batch_review_unverified
bnf-f0063	c2-l035	1	ſidão	0	5	3	dão	ſidão	a	batch_review_unverified
bnf-f0064	c1-l016	1	ſão	21	24	1	ſão	ſão	a	batch_review_unverified
bnf-f0064	c1-l017	1	Diuiſão	24	31	5	ſão	Diuiſão	a	batch_review_unverified
bnf-f0064	c1-l018	1	quinhão	0	7	5	hão	quinhão	a	batch_review_unverified
bnf-f0064	c1-l032	1	não	10	13	1	não	não	a	batch_review_unverified
bnf-f0064	c1-l033	1	Hũa	20	23	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0064	c1-l036	1	ſotão	39	44	3	tão	ſotão	a	batch_review_unverified
bnf-f0064	c1-l039	1	juriſdição	23	33	8	ção	juriſdição	a	batch_review_unverified
bnf-f0064	c1-l040	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0064	c1-l043	1	não	23	26	1	não	não	a	batch_review_unverified
bnf-f0064	c1-l044	1	oração	31	37	4	ção	oração	a	batch_review_unverified
bnf-f0064	c1-l045	1	pregação	0	8	6	ção	pregação	a	batch_review_unverified
bnf-f0064	c1-l045	2	narração	23	31	6	ção	narração	a	batch_review_unverified
bnf-f0064	c2-l002	1	Inconſideração	25	39	12	ção	Inconſideração	a	batch_review_unverified
bnf-f0064	c2-l011	1	hũa	33	36	1	hũa	hũa	u	batch_review_unverified
bnf-f0064	c2-l013	1	quinhão	0	7	5	hão	quinhão	a	batch_review_unverified
bnf-f0064	c2-l013	2	algũa	11	16	3	gũa	algũa	u	human_scan_confirmed
bnf-f0064	c2-l014	1	quinhoẽs	29	37	6	oẽs	quinhoẽs	e	human_scan_confirmed
bnf-f0064	c2-l025	1	Eſcriuão	7	15	6	uão	Eſcriuão	a	batch_review_unverified
bnf-f0064	c2-l048	1	tão	0	3	1	tão	tão	a	batch_review_unverified
bnf-f0065	c1-l008	1	Quã	35	38	2	uã	Quã	a	batch_review_unverified
bnf-f0065	c1-l011	1	Perfeição	21	30	7	ção	Perfeição	a	batch_review_unverified
bnf-f0065	c1-l029	1	eſcriuão	11	19	6	uão	eſcriuão	a	batch_review_unverified
bnf-f0065	c1-l037	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0065	c1-l044	1	capitão	19	26	5	tão	capitão	a	batch_review_unverified
bnf-f0065	c1-l045	1	Iapão	17	22	3	pão	Iapão	a	batch_review_unverified
bnf-f0065	c1-l046	1	Capitão	9	16	5	tão	Capitão	a	batch_review_unverified
bnf-f0065	c1-l046	2	Iapão	34	39	3	pão	Iapão	a	batch_review_unverified
bnf-f0065	c2-l005	1	não	32	35	1	não	não	a	batch_review_unverified
bnf-f0065	c2-l011	1	vſão	37	41	2	ſão	vſão	a	batch_review_unverified
bnf-f0065	c2-l013	1	mãos	35	39	1	mão	mãos	a	batch_review_unverified
bnf-f0065	c2-l014	1	vſão	3	7	2	ſão	vſão	a	batch_review_unverified
bnf-f0065	c2-l020	1	diſpoſição	29	39	8	ção	diſpoſição	a	batch_review_unverified
bnf-f0065	c2-l024	1	algũa	14	19	3	gũa	algũa	u	batch_review_unverified
bnf-f0065	c2-l029	1	algũa	34	39	3	gũa	algũa	u	human_scan_confirmed
bnf-f0066	c1-l001	1	amarrão	0	7	5	rão	amarrão	a	batch_review_unverified
bnf-f0066	c1-l003	1	dão	0	3	1	dão	dão	a	batch_review_unverified
bnf-f0066	c1-l003	2	hũa	7	10	1	hũa	hũa	u	batch_review_unverified
bnf-f0066	c1-l023	1	maõs	28	32	2	aõs	maõs	o	human_scan_confirmed
bnf-f0066	c1-l031	1	não	34	37	1	não	não	a	batch_review_unverified
bnf-f0066	c1-l032	1	não	20	23	1	não	não	a	batch_review_unverified
bnf-f0066	c1-l035	1	mão	0	3	1	mão	mão	a	batch_review_unverified
bnf-f0066	c1-l038	1	Perturbação	22	33	9	ção	Perturbação	a	batch_review_unverified
bnf-f0066	c1-l042	1	ſentão	0	6	4	tão	ſentão	a	batch_review_unverified
bnf-f0066	c1-l045	1	compoſição	26	36	8	ção	compoſição	a	batch_review_unverified
bnf-f0066	c2-l001	1	dão	39	42	1	dão	dão	a	batch_review_unverified
bnf-f0066	c2-l007	1	comendação	3	13	8	ção	comendação	a	batch_review_unverified
bnf-f0066	c2-l015	1	Sião	32	36	2	ião	Sião	a	batch_review_unverified
bnf-f0066	c2-l043	1	coração	3	10	5	ção	coração	a	batch_review_unverified
bnf-f0067	c1-l004	1	ſão	4	7	1	ſão	ſão	a	batch_review_unverified
bnf-f0067	c1-l004	2	Iapões	33	39	3	põe	Iapões	o	batch_review_unverified
bnf-f0067	c1-l014	1	rezão	22	27	3	zão	rezão	a	batch_review_unverified
bnf-f0067	c1-l031	1	templação	0	9	7	ção	templação	a	batch_review_unverified
bnf-f0067	c1-l033	1	Coração	27	34	5	ção	Coração	a	batch_review_unverified
bnf-f0067	c2-l007	1	Vnião	31	36	3	ião	Vnião	a	batch_review_unverified
bnf-f0067	c2-l011	1	fão	0	3	1	fão	fão	a	batch_review_unverified
bnf-f0067	c2-l014	1	estão	21	26	3	tão	estão	a	batch_review_unverified
bnf-f0067	c2-l019	1	capitão	18	25	5	tão	capitão	a	batch_review_unverified
bnf-f0067	c2-l021	1	lũa	24	27	1	lũa	lũa	u	batch_review_unverified
bnf-f0067	c2-l021	2	Iapão	31	36	3	pão	Iapão	a	batch_review_unverified
bnf-f0067	c2-l024	1	hũa	14	17	1	hũa	hũa	u	batch_review_unverified
bnf-f0067	c2-l030	1	ração	0	5	3	ção	ração	a	batch_review_unverified
bnf-f0067	c2-l032	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0067	c2-l032	2	não	29	32	1	não	não	a	batch_review_unverified
bnf-f0067	c2-l039	1	deuação	29	36	5	ção	deuação	a	batch_review_unverified
bnf-f0067	c2-l040	1	ſaluação	22	30	6	ção	ſaluação	a	batch_review_unverified
bnf-f0067	c2-l044	1	Inconſideração	26	40	12	ção	Inconſideração	a	batch_review_unverified
bnf-f0067	c2-l047	1	não	2	5	1	não	não	a	batch_review_unverified
bnf-f0068	c1-l008	1	Capitão	23	30	5	tão	Capitão	a	batch_review_unverified
bnf-f0068	c1-l011	1	capitão	12	19	5	tão	capitão	a	batch_review_unverified
bnf-f0068	c1-l018	1	administração	10	23	11	ção	administração	a	batch_review_unverified
bnf-f0068	c1-l021	1	quẽ	32	35	2	uẽ	quẽ	e	batch_review_unverified
bnf-f0068	c1-l021	2	não	36	39	1	não	não	a	batch_review_unverified
bnf-f0068	c1-l024	1	vſão	4	8	2	ſão	vſão	a	batch_review_unverified
bnf-f0068	c1-l026	1	cidrão	32	38	4	rão	cidrão	a	batch_review_unverified
bnf-f0068	c1-l027	1	hũa	3	6	1	hũa	hũa	u	batch_review_unverified
bnf-f0068	c1-l027	2	mão	33	36	1	mão	mão	a	batch_review_unverified
bnf-f0068	c1-l029	1	inclinação	29	39	8	ção	inclinação	a	batch_review_unverified
bnf-f0068	c1-l030	1	affeição	3	11	6	ção	affeição	a	batch_review_unverified
bnf-f0068	c1-l030	2	algũa	14	19	3	gũa	algũa	u	human_scan_confirmed
bnf-f0068	c1-l032	1	algũa	8	13	3	gũa	algũa	u	batch_review_unverified
bnf-f0068	c1-l036	1	tão	0	3	1	tão	tão	a	batch_review_unverified
bnf-f0068	c1-l038	1	preegação	13	22	7	ção	preegação	a	batch_review_unverified
bnf-f0068	c1-l042	1	Coração	25	32	5	ção	Coração	a	batch_review_unverified
bnf-f0068	c2a-l006	1	Mãos	20	24	1	Mão	Mãos	a	batch_review_unverified
bnf-f0068	c2a-l013	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0068	c2a-l017	1	não	22	25	1	não	não	a	batch_review_unverified
bnf-f0068	c2b-l011	1	algũa	16	21	3	gũa	algũa	u	batch_review_unverified
bnf-f0069	c1-l002	1	Ioão	17	21	2	oão	Ioão	a	batch_review_unverified
bnf-f0069	c1-l003	1	Ioão	28	32	2	oão	Ioão	a	batch_review_unverified
bnf-f0069	c1-l009	1	alguẽ	37	42	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0069	c1-l016	1	alguẽ	14	19	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0069	c1-l020	1	não	16	19	1	não	não	a	batch_review_unverified
bnf-f0069	c1-l041	1	algũa	25	30	3	gũa	algũa	u	batch_review_unverified
bnf-f0069	c1-l046	1	algũa	0	5	3	gũa	algũa	u	human_scan_confirmed
bnf-f0069	c1-l047	1	dão	30	33	1	dão	dão	a	batch_review_unverified
bnf-f0069	c1-l047	2	algũa	37	42	3	gũa	algũa	u	human_scan_confirmed
bnf-f0069	c2-l005	1	dão	8	11	1	dão	dão	a	batch_review_unverified
bnf-f0069	c2-l007	1	não	14	17	1	não	não	a	batch_review_unverified
bnf-f0069	c2-l009	1	aſentão	0	7	5	tão	aſentão	a	batch_review_unverified
bnf-f0069	c2-l010	1	feição	17	23	4	ção	feição	a	batch_review_unverified
bnf-f0069	c2-l015	1	feição	16	22	4	ção	feição	a	batch_review_unverified
bnf-f0069	c2-l017	1	algũa	30	35	3	gũa	algũa	u	human_scan_confirmed
bnf-f0069	c2-l025	1	Feição	8	14	4	ção	Feição	a	batch_review_unverified
bnf-f0069	c2-l045	1	Hũas	17	21	1	Hũa	Hũas	u	batch_review_unverified
bnf-f0069	c2-l047	1	algũa	26	31	3	gũa	algũa	u	human_scan_confirmed
bnf-f0070	c1-l002	1	Iapão	32	37	3	pão	Iapão	a	batch_review_unverified
bnf-f0070	c1-l007	1	hũa	19	22	1	hũa	hũa	u	batch_review_unverified
bnf-f0070	c1-l014	1	não	33	36	1	não	não	a	batch_review_unverified
bnf-f0070	c1-l015	1	ſenaõ	22	27	4	aõ	ſenaõ	o	human_scan_confirmed
bnf-f0070	c1-l023	1	preegação	18	27	7	ção	preegação	a	batch_review_unverified
bnf-f0070	c1-l029	1	nalgũa	23	29	4	gũa	nalgũa	u	human_scan_confirmed
bnf-f0070	c1-l035	1	algũa	13	18	3	gũa	algũa	u	human_scan_confirmed
bnf-f0070	c1-l036	1	algũa	27	32	3	gũa	algũa	u	human_scan_confirmed
bnf-f0070	c1-l047	1	algũa	3	8	3	gũa	algũa	u	human_scan_confirmed
bnf-f0070	c2-l001	1	tão	0	3	1	tão	tão	a	batch_review_unverified
bnf-f0070	c2-l004	1	algũa	3	8	3	gũa	algũa	u	human_scan_confirmed
bnf-f0070	c2-l011	1	Iapão	25	30	3	pão	Iapão	a	batch_review_unverified
bnf-f0070	c2-l019	1	bordão	14	20	4	dão	bordão	a	batch_review_unverified
bnf-f0070	c2-l020	1	algũa	16	21	3	gũa	algũa	u	batch_review_unverified
